ITEM: TIMESTEP 
30000
ITEM: NUMBER OF ATOMS
95
ITEM: BOX BOUNDS pp pp pp
0 5.31329
0 5.31329
0 5.31329
ITEM: ATOMS type xu yu zu id mol 
2 1.41291 1.82162 1.06161 54 0 
2 2.13282 0.131031 1.08741 55 0 
2 2.07348 2.28428 0.877639 56 0 
2 0.833907 -0.021137 2.02586 57 0 
2 1.43812 0.100766 1.52573 58 0 
2 4.73255 0.670947 0.785576 59 0 
2 1.22993 0.732127 2.75922 60 0 
2 4.4713 0.716049 1.56735 61 0 
2 2.39666 2.00569 3.39979 62 0 
2 4.44689 0.877338 2.36432 63 0 
2 2.21591 1.59525 3.85589 64 0 
2 4.22678 2.81754 3.93156 65 0 
2 4.55827 3.16673 4.57541 66 0 
2 1.35484 -0.272822 4.59688 67 0 
2 1.67958 0.487604 4.57974 68 0 
2 0.95664 1.17199 4.3122 69 0 
2 1.29218 1.90906 4.11838 70 0 
2 2.06591 1.03698 4.27162 71 0 
2 1.75087 2.41663 4.29127 72 0 
2 2.57607 2.52571 4.51216 73 0 
2 5.81278 0.739638 4.80539 74 0 
2 0.995299 3.30933 0.535961 75 0 
2 0.752005 3.63803 -0.138681 76 0 
2 2.70331 5.1634 0.700694 77 0 
2 3.18297 4.58471 0.342625 78 0 
2 1.35012 3.13615 1.30258 79 0 
2 2.81211 2.7055 0.726062 80 0 
2 -0.171192 4.13115 1.0751 81 0 
2 0.0607478 4.99353 0.975791 82 0 
2 0.174138 2.78944 1.78601 83 0 
2 -0.0684973 3.45154 1.41106 84 0 
2 1.08465 5.33708 3.13922 85 0 
2 0.56834 4.88581 3.20407 86 0 
2 1.63449 3.44672 3.08336 87 0 
2 2.38562 3.74933 3.28566 88 0 
2 -0.194479 4.79235 3.41308 89 0 
2 2.97099 4.22622 3.66429 90 0 
2 3.5609 4.69185 3.68983 91 0 
2 4.32319 4.83623 3.59704 92 0 
2 4.38406 3.54753 5.11981 93 0 
2 3.78784 4.05823 5.3765 94 0 
2 0.985981 4.31438 4.77073 95 0 
ITEM: TIMESTEP
30056
ITEM: NUMBER OF ATOMS
95
ITEM: BOX BOUNDS pp pp pp
0 5.31329
0 5.31329
0 5.31329
ITEM: ATOMS type xu yu zu id mol 
1 7.98446 -3.19338 3.08756 1 1 
1 7.53635 -3.37451 3.71702 2 1 
1 7.60366 -4.15352 4.0079 3 1 
1 7.11413 -4.46974 4.58451 4 1 
1 6.84932 -5.20007 4.47948 5 1 
1 6.58808 -5.96873 4.67591 6 1 
1 6.17577 -6.6694 4.81999 7 1 
1 5.99726 -7.32828 5.48417 8 1 
1 6.47666 -7.25077 6.12588 9 1 
1 6.72592 -7.59745 6.94877 10 1 
1 -6.17532 0.896586 -2.65408 11 2 
1 -6.25499 0.830604 -3.44296 12 2 
1 -5.94187 0.539157 -4.13402 13 2 
1 -5.68499 0.700396 -4.99241 14 2 
1 -4.99332 0.578478 -5.47674 15 2 
1 -4.51364 0.992448 -6.05805 16 2 
1 -4.07918 1.55243 -6.41066 17 2 
1 -3.9263 2.35818 -6.53913 18 2 
1 -3.14254 2.41377 -6.25639 19 2 
1 -2.3205 2.50625 -6.04553 20 2 
1 19.9504 7.91782 3.6857 21 3 
1 20.4105 8.46114 4.22662 22 3 
1 20.6848 8.57819 5.08207 23 3 
1 20.0896 9.08838 5.2606 24 3 
1 19.4484 9.57244 5.53722 25 3 
1 18.8787 10.0963 5.78018 26 3 
1 18.3718 10.746 6.20724 27 3 
1 17.7636 10.6779 6.65524 28 3 
1 17.0684 10.6488 7.04904 29 3 
1 16.5096 10.5186 7.74063 30 3 
1 -14.7496 1.12167 2.5046 31 4 
1 -14.7019 0.460253 3.08364 32 4 
1 -15.0075 -0.289376 3.22785 33 4 
1 -15.7998 -0.45243 3.16035 34 4 
1 -16.5152 -0.530456 3.5548 35 4 
1 -17.423 -0.395605 3.54726 36 4 
1 -18.1213 -0.795963 3.8425 37 4 
1 -18.5299 -1.4223 3.50496 38 4 
1 -19.2037 -1.7158 3.07614 39 4 
1 -20.0343 -2.12478 3.0796 40 4 
1 8.46211 18.8076 -4.71262 41 5 
1 7.70433 18.5148 -4.43866 42 5 
1 7.02085 18.0497 -4.36733 43 5 
1 6.42292 17.4823 -4.0664 44 5 
1 5.88054 16.8444 -4.07181 45 5 
1 5.50113 16.0562 -4.24937 46 5 
1 5.25034 15.1924 -4.35476 47 5 
1 5.01884 14.312 -4.20443 48 5 
1 5.32468 13.808 -3.68394 49 5 
1 5.50695 13.0231 -3.48121 50 5 
2 0.421447 0.477822 1.08242 51 0 
2 0.869214 1.19967 1.18719 52 0 
2 5.28613 0.632549 0.0958458 53 0 
2 1.41291 1.82162 1.06161 54 0 
2 2.13282 0.131031 1.08741 55 0 
2 2.07348 2.28428 0.877639 56 0 
2 0.833907 -0.021137 2.02586 57 0 
2 1.43812 0.100766 1.52573 58 0 
2 4.73255 0.670947 0.785576 59 0 
2 1.22993 0.732127 2.75922 60 0 
2 4.4713 0.716049 1.56735 61 0 
2 2.39666 2.00569 3.39979 62 0 
2 4.44689 0.877338 2.36432 63 0 
2 2.21591 1.59525 3.85589 64 0 
2 4.22678 2.81754 3.93156 65 0 
2 4.55827 3.16673 4.57541 66 0 
2 1.35484 -0.272822 4.59688 67 0 
2 1.67958 0.487604 4.57974 68 0 
2 0.95664 1.17199 4.3122 69 0 
2 1.29218 1.90906 4.11838 70 0 
2 2.06591 1.03698 4.27162 71 0 
2 1.75087 2.41663 4.29127 72 0 
2 2.57607 2.52571 4.51216 73 0 
2 5.81278 0.739638 4.80539 74 0 
2 0.995299 3.30933 0.535961 75 0 
2 0.752005 3.63803 -0.138681 76 0 
2 2.70331 5.1634 0.700694 77 0 
2 3.18297 4.58471 0.342625 78 0 
2 1.35012 3.13615 1.30258 79 0 
2 2.81211 2.7055 0.726062 80 0 
2 -0.171192 4.13115 1.0751 81 0 
2 0.0607478 4.99353 0.975791 82 0 
2 0.174138 2.78944 1.78601 83 0 
2 -0.0684973 3.45154 1.41106 84 0 
2 1.08465 5.33708 3.13922 85 0 
2 0.56834 4.88581 3.20407 86 0 
2 1.63449 3.44672 3.08336 87 0 
2 2.38562 3.74933 3.28566 88 0 
2 -0.194479 4.79235 3.41308 89 0 
2 2.97099 4.22622 3.66429 90 0 
2 3.5609 4.69185 3.68983 91 0 
2 4.32319 4.83623 3.59704 92 0 
2 4.38406 3.54753 5.11981 93 0 
2 3.78784 4.05823 5.3765 94 0 
2 0.985981 4.31438 4.77073 95 0 
ITEM: TIMESTEP
30057
ITEM: NUMBER OF ATOMS
95
ITEM: BOX BOUNDS pp pp pp
0 5.31329
0 5.31329
0 5.31329
ITEM: ATOMS type xu yu zu id mol 
1 7.99261 -3.17256 3.09448 1 1 
1 7.54761 -3.38796 3.70396 2 1 
1 7.60559 -4.15635 4.02218 3 1 
1 7.10654 -4.47549 4.58063 4 1 
1 6.85477 -5.19696 4.46857 5 1 
1 6.59631 -5.97554 4.68073 6 1 
1 6.1901 -6.67992 4.81696 7 1 
1 5.9906 -7.32038 5.47865 8 1 
1 6.46367 -7.24394 6.11564 9 1 
1 6.71783 -7.58434 6.93512 10 1 
1 -6.18055 0.885836 -2.66113 11 2 
1 -6.26328 0.837862 -3.46159 12 2 
1 -5.91335 0.522542 -4.14644 13 2 
1 -5.67811 0.696175 -5.00281 14 2 
1 -5.00524 0.580143 -5.4604 15 2 
1 -4.49141 1.0039 -6.05012 16 2 
1 -4.07978 1.58245 -6.39648 17 2 
1 -3.91762 2.34686 -6.54482 18 2 
1 -3.13919 2.41244 -6.26793 19 2 
1 -2.32176 2.49028 -6.04325 20 2 
1 19.952 7.92212 3.68687 21 3 
1 20.4169 8.47582 4.24191 22 3 
1 20.6985 8.56976 5.08871 23 3 
1 20.0936 9.08783 5.26291 24 3 
1 19.4559 9.56156 5.5449 25 3 
1 18.8814 10.0935 5.77709 26 3 
1 18.3679 10.732 6.19971 27 3 
1 17.7795 10.6703 6.66192 28 3 
1 17.0533 10.6345 7.05801 29 3 
1 16.5192 10.5255 7.75539 30 3 
1 -14.7587 1.12153 2.51985 31 4 
1 -14.6936 0.488178 3.0776 32 4 
1 -15.0092 -0.286618 3.23208 33 4 
1 -15.8094 -0.444981 3.15794 34 4 
1 -16.5309 -0.528493 3.53861 35 4 
1 -17.4228 -0.392854 3.54932 36 4 
1 -18.1318 -0.787857 3.84641 37 4 
1 -18.5379 -1.43853 3.4996 38 4 
1 -19.2104 -1.71034 3.08207 39 4 
1 -20.0251 -2.14761 3.07474 40 4 
1 8.45649 18.801 -4.72107 41 5 
1 7.69601 18.5269 -4.42712 42 5 
1 7.02328 18.0584 -4.36798 43 5 
1 6.41651 17.472 -4.0534 44 5 
1 5.87506 16.8611 -4.0669 45 5 
1 5.49008 16.0389 -4.23184 46 5 
1 5.25914 15.2032 -4.35895 47 5 
1 5.0087 14.3233 -4.21935 48 5 
1 5.31235 13.8 -3.68529 49 5 
1 5.49863 13.0215 -3.49198 50 5 
2 0.421447 0.477822 1.08242 51 0 
2 0.869214 1.19967 1.18719 52 0 
2 5.28613 0.632549 0.0958458 53 0 
2 1.41291 1.82162 1.06161 54 0 
2 2.13282 0.131031 1.08741 55 0 
2 2.07348 2.28428 0.877639 56 0 
2 0.833907 -0.021137 2.02586 57 0 
2 1.43812 0.100766 1.52573 58 0 
2 4.73255 0.670947 0.785576 59 0 
2 1.22993 0.732127 2.75922 60 0 
2 4.4713 0.716049 1.56735 61 0 
2 2.39666 2.00569 3.39979 62 0 
2 4.44689 0.877338 2.36432 63 0 
2 2.21591 1.59525 3.85589 64 0 
2 4.22678 2.81754 3.93156 65 0 
2 4.55827 3.16673 4.57541 66 0 
2 1.35484 -0.272822 4.59688 67 0 
2 1.67958 0.487604 4.57974 68 0 
2 0.95664 1.17199 4.3122 69 0 
2 1.29218 1.90906 4.11838 70 0 
2 2.06591 1.03698 4.27162 71 0 
2 1.75087 2.41663 4.29127 72 0 
2 2.57607 2.52571 4.51216 73 0 
2 5.81278 0.739638 4.80539 74 0 
2 0.995299 3.30933 0.535961 75 0 
2 0.752005 3.63803 -0.138681 76 0 
2 2.70331 5.1634 0.700694 77 0 
2 3.18297 4.58471 0.342625 78 0 
2 1.35012 3.13615 1.30258 79 0 
2 2.81211 2.7055 0.726062 80 0 
2 -0.171192 4.13115 1.0751 81 0 
2 0.0607478 4.99353 0.975791 82 0 
2 0.174138 2.78944 1.78601 83 0 
2 -0.0684973 3.45154 1.41106 84 0 
2 1.08465 5.33708 3.13922 85 0 
2 0.56834 4.88581 3.20407 86 0 
2 1.63449 3.44672 3.08336 87 0 
2 2.38562 3.74933 3.28566 88 0 
2 -0.194479 4.79235 3.41308 89 0 
2 2.97099 4.22622 3.66429 90 0 
2 3.5609 4.69185 3.68983 91 0 
2 4.32319 4.83623 3.59704 92 0 
2 4.38406 3.54753 5.11981 93 0 
2 3.78784 4.05823 5.3765 94 0 
2 0.985981 4.31438 4.77073 95 0 
ITEM: TIMESTEP
30058
ITEM: NUMBER OF ATOMS
95
ITEM: BOX BOUNDS pp pp pp
0 5.31329
0 5.31329
0 5.31329
ITEM: ATOMS type xu yu zu id mol 
1 8.00221 -3.15043 3.09914 1 1 
1 7.55814 -3.40233 3.69214 2 1 
1 7.60758 -4.15813 4.03656 3 1 
1 7.09977 -4.47954 4.57734 4 1 
1 6.85896 -5.19699 4.45811 5 1 
1 6.60472 -5.98145 4.68472 6 1 
1 6.20302 -6.69432 4.81735 7 1 
1 5.984 -7.30912 5.46798 8 1 
1 6.45238 -7.23905 6.11059 9 1 
1 6.70903 -7.56979 6.91857 10 1 
1 -6.18588 0.875404 -2.6662 11 2 
1 -6.27151 0.844673 -3.48115 12 2 
1 -5.88527 0.507339 -4.16224 13 2 
1 -5.67221 0.690672 -5.00967 14 2 
1 -5.01553 0.58314 -5.4465 15 2 
1 -4.47141 1.01236 -6.03971 16 2 
1 -4.08039 1.61234 -6.38313 17 2 
1 -3.90858 2.33709 -6.55103 18 2 
1 -3.13486 2.41187 -6.27925 19 2 
1 -2.32309 2.47429 -6.04093 20 2 
1 19.955 7.92831 3.68949 21 3 
1 20.4229 8.48819 4.25777 22 3 
1 20.7122 8.56074 5.09238 23 3 
1 20.0969 9.08801 5.2662 24 3 
1 19.4643 9.55 5.55203 25 3 
1 18.8817 10.0943 5.77598 26 3 
1 18.3691 10.7153 6.18808 27 3 
1 17.7926 10.6629 6.67053 28 3 
1 17.0367 10.6198 7.06914 29 3 
1 16.5296 10.5329 7.7681 30 3 
1 -14.7676 1.12172 2.5352 31 4 
1 -14.6852 0.515629 3.07128 32 4 
1 -15.0096 -0.283044 3.23651 33 4 
1 -15.819 -0.438355 3.15609 34 4 
1 -16.5504 -0.52579 3.52209 35 4 
1 -17.4207 -0.39119 3.55252 36 4 
1 -18.1413 -0.77937 3.8495 37 4 
1 -18.5462 -1.45424 3.49438 38 4 
1 -19.2205 -1.70712 3.0882 39 4 
1 -20.0128 -2.1688 3.06965 40 4 
1 8.45046 18.7943 -4.72923 41 5 
1 7.68914 18.5396 -4.4163 42 5 
1 7.02324 18.065 -4.36708 43 5 
1 6.41241 17.4643 -4.04162 44 5 
1 5.86737 16.8737 -4.06257 45 5 
1 5.48079 16.023 -4.21402 46 5 
1 5.26695 15.2119 -4.36246 47 5 
1 4.99941 14.3397 -4.23555 48 5 
1 5.29999 13.7912 -3.68628 49 5 
1 5.49069 13.0188 -3.50219 50 5 
2 0.421447 0.477822 1.08242 51 0 
2 0.869214 1.19967 1.18719 52 0 
2 5.28613 0.632549 0.0958458 53 0 
2 1.41291 1.82162 1.06161 54 0 
2 2.13282 0.131031 1.08741 55 0 
2 2.07348 2.28428 0.877639 56 0 
2 0.833907 -0.021137 2.02586 57 0 
2 1.43812 0.100766 1.52573 58 0 
2 4.73255 0.670947 0.785576 59 0 
2 1.22993 0.732127 2.75922 60 0 
2 4.4713 0.716049 1.56735 61 0 
2 2.39666 2.00569 3.39979 62 0 
2 4.44689 0.877338 2.36432 63 0 
2 2.21591 1.59525 3.85589 64 0 
2 4.22678 2.81754 3.93156 65 0 
2 4.55827 3.16673 4.57541 66 0 
2 1.35484 -0.272822 4.59688 67 0 
2 1.67958 0.487604 4.57974 68 0 
2 0.95664 1.17199 4.3122 69 0 
2 1.29218 1.90906 4.11838 70 0 
2 2.06591 1.03698 4.27162 71 0 
2 1.75087 2.41663 4.29127 72 0 
2 2.57607 2.52571 4.51216 73 0 
2 5.81278 0.739638 4.80539 74 0 
2 0.995299 3.30933 0.535961 75 0 
2 0.752005 3.63803 -0.138681 76 0 
2 2.70331 5.1634 0.700694 77 0 
2 3.18297 4.58471 0.342625 78 0 
2 1.35012 3.13615 1.30258 79 0 
2 2.81211 2.7055 0.726062 80 0 
2 -0.171192 4.13115 1.0751 81 0 
2 0.0607478 4.99353 0.975791 82 0 
2 0.174138 2.78944 1.78601 83 0 
2 -0.0684973 3.45154 1.41106 84 0 
2 1.08465 5.33708 3.13922 85 0 
2 0.56834 4.88581 3.20407 86 0 
2 1.63449 3.44672 3.08336 87 0 
2 2.38562 3.74933 3.28566 88 0 
2 -0.194479 4.79235 3.41308 89 0 
2 2.97099 4.22622 3.66429 90 0 
2 3.5609 4.69185 3.68983 91 0 
2 4.32319 4.83623 3.59704 92 0 
2 4.38406 3.54753 5.11981 93 0 
2 3.78784 4.05823 5.3765 94 0 
2 0.985981 4.31438 4.77073 95 0 
ITEM: TIMESTEP
30059
ITEM: NUMBER OF ATOMS
95
ITEM: BOX BOUNDS pp pp pp
0 5.31329
0 5.31329
0 5.31329
ITEM: ATOMS type xu yu zu id mol 
1 8.01328 -3.12685 3.1015 1 1 
1 7.56801 -3.41838 3.68072 2 1 
1 7.60977 -4.15882 4.05088 3 1 
1 7.09384 -4.48171 4.57486 4 1 
1 6.86171 -5.20075 4.44817 5 1 
1 6.61332 -5.98634 4.6878 6 1 
1 6.21472 -6.71173 4.82052 7 1 
1 5.97742 -7.2952 5.45285 8 1 
1 6.4426 -7.23585 6.11015 9 1 
1 6.69965 -7.55403 6.89964 10 1 
1 -6.1914 0.865241 -2.6699 11 2 
1 -6.27917 0.85071 -3.50176 12 2 
1 -5.8585 0.494002 -4.18016 13 2 
1 -5.66802 0.684083 -5.01284 14 2 
1 -5.02255 0.587781 -5.43631 15 2 
1 -4.45433 1.01754 -6.02626 16 2 
1 -4.08147 1.64061 -6.37014 17 2 
1 -3.89903 2.33018 -6.55818 18 2 
1 -3.12955 2.4127 -6.28947 19 2 
1 -2.32435 2.45832 -6.03857 20 2 
1 19.9598 7.93676 3.69393 21 3 
1 20.428 8.49779 4.2733 22 3 
1 20.7256 8.55163 5.0937 23 3 
1 20.1001 9.08827 5.2702 24 3 
1 19.4727 9.53834 5.55886 25 3 
1 18.8802 10.0976 5.77632 26 3 
1 18.3748 10.6964 6.17272 27 3 
1 17.8018 10.6558 6.68161 28 3 
1 17.0202 10.605 7.08129 29 3 
1 16.5404 10.5407 7.77918 30 3 
1 -14.7764 1.12334 2.54967 31 4 
1 -14.6772 0.540387 3.06591 32 4 
1 -15.0088 -0.27764 3.24088 33 4 
1 -15.8285 -0.432572 3.15506 34 4 
1 -16.5726 -0.522457 3.50525 35 4 
1 -17.4177 -0.390598 3.55688 36 4 
1 -18.1499 -0.771157 3.85129 37 4 
1 -18.5539 -1.46849 3.48993 38 4 
1 -19.234 -1.70628 3.09426 39 4 
1 -19.998 -2.18842 3.06435 40 4 
1 8.44397 18.7877 -4.73704 41 5 
1 7.68388 18.553 -4.40628 42 5 
1 7.0202 18.0689 -4.36431 43 5 
1 6.41146 17.4601 -4.03134 44 5 
1 5.85669 16.8807 -4.0589 45 5 
1 5.47419 16.0105 -4.19569 46 5 
1 5.27342 15.2178 -4.36548 47 5 
1 4.99141 14.3601 -4.25222 48 5 
1 5.28711 13.7826 -3.68774 49 5 
1 5.48319 13.0147 -3.51178 50 5 
2 0.421447 0.477822 1.08242 51 0 
2 0.869214 1.19967 1.18719 52 0 
2 5.28613 0.632549 0.0958458 53 0 
2 1.41291 1.82162 1.06161 54 0 
2 2.13282 0.131031 1.08741 55 0 
2 2.07348 2.28428 0.877639 56 0 
2 0.833907 -0.021137 2.02586 57 0 
2 1.43812 0.100766 1.52573 58 0 
2 4.73255 0.670947 0.785576 59 0 
2 1.22993 0.732127 2.75922 60 0 
2 4.4713 0.716049 1.56735 61 0 
2 2.39666 2.00569 3.39979 62 0 
2 4.44689 0.877338 2.36432 63 0 
2 2.21591 1.59525 3.85589 64 0 
2 4.22678 2.81754 3.93156 65 0 
2 4.55827 3.16673 4.57541 66 0 
2 1.35484 -0.272822 4.59688 67 0 
2 1.67958 0.487604 4.57974 68 0 
2 0.95664 1.17199 4.3122 69 0 
2 1.29218 1.90906 4.11838 70 0 
2 2.06591 1.03698 4.27162 71 0 
2 1.75087 2.41663 4.29127 72 0 
2 2.57607 2.52571 4.51216 73 0 
2 5.81278 0.739638 4.80539 74 0 
2 0.995299 3.30933 0.535961 75 0 
2 0.752005 3.63803 -0.138681 76 0 
2 2.70331 5.1634 0.700694 77 0 
2 3.18297 4.58471 0.342625 78 0 
2 1.35012 3.13615 1.30258 79 0 
2 2.81211 2.7055 0.726062 80 0 
2 -0.171192 4.13115 1.0751 81 0 
2 0.0607478 4.99353 0.975791 82 0 
2 0.174138 2.78944 1.78601 83 0 
2 -0.0684973 3.45154 1.41106 84 0 
2 1.08465 5.33708 3.13922 85 0 
2 0.56834 4.88581 3.20407 86 0 
2 1.63449 3.44672 3.08336 87 0 
2 2.38562 3.74933 3.28566 88 0 
2 -0.194479 4.79235 3.41308 89 0 
2 2.97099 4.22622 3.66429 90 0 
2 3.5609 4.69185 3.68983 91 0 
2 4.32319 4.83623 3.59704 92 0 
2 4.38406 3.54753 5.11981 93 0 
2 3.78784 4.05823 5.3765 94 0 
2 0.985981 4.31438 4.77073 95 0 
ITEM: TIMESTEP
30060
ITEM: NUMBER OF ATOMS
95
ITEM: BOX BOUNDS pp pp pp
0 5.31329
0 5.31329
0 5.31329
ITEM: ATOMS type xu yu zu id mol 
1 8.02572 -3.10178 3.10178 1 1 
1 7.57729 -3.43553 3.67012 2 1 
1 7.61232 -4.15843 4.06502 3 1 
1 7.08822 -4.48201 4.57336 4 1 
1 6.86302 -5.20836 4.43876 5 1 
1 6.62197 -5.99047 4.68996 6 1 
1 6.2256 -6.73086 4.82546 7 1 
1 5.9709 -7.27949 5.43451 8 1 
1 6.43382 -7.23405 6.11319 9 1 
1 6.68994 -7.53742 6.87917 10 1 
1 -6.1972 0.85532 -2.67298 11 2 
1 -6.28569 0.855596 -3.52341 12 2 
1 -5.83355 0.482671 -4.19878 13 2 
1 -5.66594 0.676609 -5.01265 14 2 
1 -5.02519 0.594225 -5.43061 15 2 
1 -4.44007 1.01946 -6.00964 16 2 
1 -4.08358 1.66593 -6.35695 17 2 
1 -3.88879 2.32718 -6.56672 18 2 
1 -3.12318 2.41441 -6.29922 19 2 
1 -2.32539 2.44237 -6.03611 20 2 
1 19.9665 7.94767 3.70043 21 3 
1 20.4318 8.50432 4.28775 22 3 
1 20.7385 8.54294 5.09335 23 3 
1 20.1042 9.08797 5.27465 24 3 
1 19.4806 9.52728 5.56571 25 3 
1 18.8781 10.1023 5.77739 26 3 
1 18.3838 10.676 6.15454 27 3 
1 17.8067 10.6489 6.69527 28 3 
1 17.0053 10.5902 7.09334 29 3 
1 16.5511 10.5491 7.7886 30 3 
1 -14.7853 1.12735 2.5624 31 4 
1 -14.6698 0.560599 3.06252 32 4 
1 -15.0064 -0.269743 3.24548 33 4 
1 -15.8377 -0.427635 3.15509 34 4 
1 -16.5962 -0.518622 3.48799 35 4 
1 -17.4154 -0.391006 3.56247 36 4 
1 -18.1578 -0.763848 3.85137 37 4 
1 -18.5606 -1.48048 3.48672 38 4 
1 -19.2505 -1.7077 3.1001 39 4 
1 -19.9812 -2.20665 3.05888 40 4 
1 8.43702 18.7812 -4.74449 41 5 
1 7.6801 18.567 -4.39708 42 5 
1 7.0141 18.0701 -4.35954 43 5 
1 6.41386 17.4598 -4.0227 44 5 
1 5.84278 16.8816 -4.05584 45 5 
1 5.47041 16.0027 -4.17673 46 5 
1 5.27843 15.2205 -4.36822 47 5 
1 4.98506 14.3831 -4.26844 48 5 
1 5.27324 13.7753 -3.69051 49 5 
1 5.47618 13.0092 -3.52071 50 5 
2 0.343299 0.502277 1.197 51 0 
2 0.815027 1.23081 1.27402 52 0 
2 5.28102 0.635417 0.0916645 53 0 
2 1.40069 1.82509 1.12217 54 0 
2 2.15539 0.0358787 1.11161 55 0 
2 2.03381 2.37867 0.934982 56 0 
2 0.838328 -0.0569164 2.12767 57 0 
2 1.46614 -0.00702133 1.58101 58 0 
2 4.87684 0.57964 0.707579 59 0 
2 1.21234 0.843977 2.81246 60 0 
2 4.56696 0.669134 1.4522 61 0 
2 2.48821 2.04464 3.38595 62 0 
2 4.38514 0.855458 2.2151 63 0 
2 2.28151 1.51632 3.86757 64 0 
2 4.25927 2.9127 3.99409 65 0 
2 4.64524 3.21033 4.69055 66 0 
2 1.4292 -0.286123 4.56436 67 0 
2 1.66232 0.468106 4.50606 68 0 
2 1.05147 1.3427 4.44329 69 0 
2 1.32711 1.99655 4.16475 70 0 
2 2.03698 0.993071 4.31919 71 0 
2 1.80731 2.37079 4.19362 72 0 
2 2.58901 2.42839 4.45892 73 0 
2 5.89395 0.806844 4.90646 74 0 
2 0.889068 3.36982 0.460556 75 0 
2 0.784957 3.62141 -0.183305 76 0 
2 2.6911 5.07587 0.652671 77 0 
2 3.23946 4.50149 0.358256 78 0 
2 1.24859 3.24085 1.18288 79 0 
2 2.74527 2.7342 0.74251 80 0 
2 -0.18155 4.17523 0.994963 81 0 
2 0.0611262 4.98504 1.04081 82 0 
2 0.0614188 2.76568 1.70768 83 0 
2 -0.184145 3.45266 1.33382 84 0 
2 1.10178 5.45872 3.154 85 0 
2 0.517791 4.9646 3.20029 86 0 
2 1.63734 3.35612 3.07949 87 0 
2 2.34764 3.7192 3.29341 88 0 
2 -0.277091 4.84016 3.32154 89 0 
2 2.89399 4.19113 3.66904 90 0 
2 3.4666 4.73587 3.70692 91 0 
2 4.24738 4.85848 3.52523 92 0 
2 4.48143 3.50216 5.184 93 0 
2 3.85248 3.99433 5.42018 94 0 
2 1.11049 4.26592 4.75771 95 0 
ITEM: TIMESTEP
30061
ITEM: NUMBER OF ATOMS
95
ITEM: BOX BOUNDS pp pp pp
0 5.31329
0 5.31329
0 5.31329
ITEM: ATOMS type xu yu zu id mol 
1 8.03923 -3.07533 3.10037 1 1 
1 7.58627 -3.4536 3.65979 2 1 
1 7.61537 -4.15705 4.07893 3 1 
1 7.08367 -4.48099 4.57289 4 1 
1 6.86301 -5.21948 4.4299 5 1 
1 6.63041 -5.99445 4.69129 6 1 
1 6.23627 -6.75018 4.83102 7 1 
1 5.9645 -7.26298 5.41463 8 1 
1 6.42529 -7.23323 6.11805 9 1 
1 6.68023 -7.52039 6.8582 10 1 
1 -6.20336 0.845639 -2.67625 11 2 
1 -6.2905 0.858951 -3.54589 12 2 
1 -5.81116 0.473532 -4.21656 13 2 
1 -5.66602 0.668447 -5.00983 14 2 
1 -5.02299 0.602471 -5.42959 15 2 
1 -4.42954 1.01879 -5.99003 16 2 
1 -4.08727 1.68722 -6.34296 17 2 
1 -3.87773 2.32869 -6.57705 18 2 
1 -3.11578 2.41709 -6.3084 19 2 
1 -2.32603 2.42647 -6.03351 20 2 
1 19.9751 7.96105 3.70907 21 3 
1 20.4342 8.50771 4.30054 22 3 
1 20.7504 8.53509 5.09195 23 3 
1 20.1097 9.08652 5.2793 24 3 
1 19.487 9.51751 5.57287 25 3 
1 18.8767 10.1068 5.77836 26 3 
1 18.3946 10.6552 6.13489 27 3 
1 17.8075 10.6421 6.71112 28 3 
1 16.9932 10.5757 7.10433 29 3 
1 16.5609 10.5579 7.79695 30 3 
1 -14.7945 1.13445 2.57282 31 4 
1 -14.6629 0.57499 3.06188 32 4 
1 -15.0028 -0.258951 3.25044 33 4 
1 -15.8463 -0.423357 3.1561 34 4 
1 -16.6199 -0.514414 3.47017 35 4 
1 -17.4148 -0.392301 3.56935 36 4 
1 -18.1651 -0.757993 3.84944 37 4 
1 -18.5659 -1.48961 3.48501 38 4 
1 -19.2692 -1.71104 3.10574 39 4 
1 -19.9631 -2.22386 3.05324 40 4 
1 8.4297 18.7748 -4.75158 41 5 
1 7.6774 18.5812 -4.38869 42 5 
1 7.00539 18.0689 -4.3528 43 5 
1 6.41916 17.4628 -4.0157 44 5 
1 5.826 16.8764 -4.05328 45 5 
1 5.46949 16.0002 -4.15716 46 5 
1 5.28208 15.2206 -4.37086 47 5 
1 4.98052 14.4073 -4.2833 48 5 
1 5.258 13.7703 -3.69539 49 5 
1 5.46968 13.002 -3.52898 50 5 
2 0.343299 0.502277 1.197 51 0 
2 0.815027 1.23081 1.27402 52 0 
2 5.28102 0.635417 0.0916645 53 0 
2 1.40069 1.82509 1.12217 54 0 
2 2.15539 0.0358787 1.11161 55 0 
2 2.03381 2.37867 0.934982 56 0 
2 0.838328 -0.0569164 2.12767 57 0 
2 1.46614 -0.00702133 1.58101 58 0 
2 4.87684 0.57964 0.707579 59 0 
2 1.21234 0.843977 2.81246 60 0 
2 4.56696 0.669134 1.4522 61 0 
2 2.48821 2.04464 3.38595 62 0 
2 4.38514 0.855458 2.2151 63 0 
2 2.28151 1.51632 3.86757 64 0 
2 4.25927 2.9127 3.99409 65 0 
2 4.64524 3.21033 4.69055 66 0 
2 1.4292 -0.286123 4.56436 67 0 
2 1.66232 0.468106 4.50606 68 0 
2 1.05147 1.3427 4.44329 69 0 
2 1.32711 1.99655 4.16475 70 0 
