ITEM: TIMESTEP 
30000
ITEM: NUMBER OF ATOMS
95
ITEM: BOX BOUNDS pp pp pp
0 5.31329
0 5.31329
0 5.31329
ITEM: ATOMS type xu yu zu id mol 
1 -16.2277 -0.595741 3.77368 35 4 
1 -17.0813 -0.599272 3.89637 36 4 
1 -17.8222 -0.885248 3.55495 37 4 
1 -18.5914 -1.29231 3.41929 38 4 
1 -19.3711 -1.75023 3.33334 39 4 
1 -20.0388 -1.27837 3.05691 40 4 
1 8.4323 18.8217 -4.46091 41 5 
1 7.88482 18.2632 -4.57644 42 5 
1 7.26787 17.8122 -4.58759 43 5 
1 6.56863 17.2795 -4.51706 44 5 
1 6.13887 16.5976 -4.70268 45 5 
1 5.71157 15.8721 -4.5313 46 5 
1 5.31614 15.2076 -4.19203 47 5 
1 5.53778 14.5916 -3.6942 48 5 
1 5.63229 13.7754 -3.58942 49 5 
1 5.91157 13.1633 -3.02911 50 5 
2 0.602136 0.276596 0.639905 51 0 
2 1.04766 0.935614 0.606591 52 0 
2 4.84065 0.791524 0.10958 53 0 
2 1.60212 1.51316 0.68135 54 0 
2 2.04103 0.575351 1.14426 55 0 
2 2.27141 2.0574 0.709563 56 0 
2 0.590544 0.0851166 1.58648 57 0 
2 1.34967 0.548782 1.45624 58 0 
2 4.72309 0.827836 0.920553 59 0 
2 1.57517 0.434156 2.44419 60 0 
2 4.62325 0.979778 1.76768 61 0 
2 2.27028 1.71116 3.00446 62 0 
2 4.51614 1.10862 2.53709 63 0 
2 2.17208 1.51385 3.80611 64 0 
2 4.11768 2.41786 3.66616 65 0 
2 4.14038 3.03841 4.26603 66 0 
2 1.02543 -0.225563 4.87881 67 0 
2 1.5827 0.327317 4.52592 68 0 
2 0.500873 1.1339 4.42994 69 0 
2 1.08713 1.61574 4.45506 70 0 
2 1.95572 1.00309 4.25853 71 0 
2 1.67908 2.19634 4.53851 72 0 
2 2.17397 2.839 4.60259 73 0 
2 5.27603 0.832135 4.77618 74 0 
2 1.26986 3.21036 0.837601 75 0 
2 1.03193 3.81296 0.309751 76 0 
2 2.65757 5.46206 0.689086 77 0 
2 3.23154 4.92897 0.337626 78 0 
2 1.54047 2.75786 1.4067 79 0 
2 2.89988 2.63798 0.822978 80 0 
2 0.18742 4.26412 1.39026 81 0 
2 0.251953 4.90267 0.941575 82 0 
2 0.508235 2.86357 2.05344 83 0 
2 0.31258 3.55245 1.73731 84 0 
2 1.18507 5.0849 2.87063 85 0 
2 0.773835 4.63198 3.44306 86 0 
2 1.53885 3.86114 3.20484 87 0 
2 2.30365 3.82468 3.40345 88 0 
2 0.16691 4.53151 3.77402 89 0 
2 3.08371 4.21512 3.48555 90 0 
2 3.82431 4.54399 3.72419 91 0 
2 4.61922 4.62825 3.85886 92 0 
2 3.96548 3.7083 4.71927 93 0 
2 3.64949 4.32488 5.214 94 0 
2 0.815465 4.48916 5.18419 95 0 
ITEM: TIMESTEP
30017
ITEM: NUMBER OF ATOMS
95
ITEM: BOX BOUNDS pp pp pp
0 5.31329
0 5.31329
0 5.31329
ITEM: ATOMS type xu yu zu id mol 
1 7.67613 -3.56457 2.64717 1 1 
1 7.53236 -3.43708 3.46403 2 1 
1 7.36783 -3.86771 4.17468 3 1 
1 7.21419 -4.71474 4.36408 4 1 
1 6.69749 -5.30259 4.80182 5 1 
1 5.9984 -5.78666 4.88234 6 1 
1 6.17712 -6.60279 5.27466 7 1 
1 6.44659 -7.08526 5.82352 8 1 
1 6.66828 -7.7318 6.36304 9 1 
1 6.95527 -7.94139 7.07136 10 1 
1 -6.01851 1.05433 -2.31889 11 2 
1 -6.23687 1.08241 -3.26125 12 2 
1 -5.91419 0.812117 -4.01999 13 2 
1 -5.89014 0.783109 -4.80226 14 2 
1 -5.472 0.732334 -5.53347 15 2 
1 -5.03332 0.823711 -6.15646 16 2 
1 -4.48058 1.41336 -6.41157 17 2 
1 -3.80797 1.86461 -6.16248 18 2 
1 -3.42209 2.53607 -6.0309 19 2 
1 -2.72152 3.09996 -6.01866 20 2 
1 19.9552 7.58971 3.41803 21 3 
1 20.2072 8.00392 4.03693 22 3 
1 20.1368 8.68234 4.51144 23 3 
1 19.8822 9.27528 5.05743 24 3 
1 19.3554 9.81754 5.41488 25 3 
1 18.9165 10.5505 5.8458 26 3 
1 18.2902 10.9754 6.24095 27 3 
1 17.6391 11.3177 6.65733 28 3 
1 16.9694 10.9269 6.89275 29 3 
1 16.2027 10.4388 7.04319 30 3 
1 -14.2791 0.90358 2.31752 31 4 
1 -14.5814 0.104186 2.6564 32 4 
1 -14.9246 -0.522372 3.14133 33 4 
1 -15.4666 -0.930647 3.68418 34 4 
1 -16.2321 -0.581654 3.76884 35 4 
1 -17.0794 -0.586764 3.89327 36 4 
1 -17.8351 -0.892403 3.55641 37 4 
1 -18.5983 -1.2871 3.41944 38 4 
1 -19.3716 -1.75868 3.32289 39 4 
1 -20.0281 -1.29036 3.06313 40 4 
1 8.42579 18.8172 -4.46514 41 5 
1 7.88123 18.2624 -4.58134 42 5 
1 7.25678 17.8171 -4.5749 43 5 
1 6.57791 17.3073 -4.50331 44 5 
1 6.13041 16.5912 -4.68414 45 5 
1 5.71879 15.8818 -4.53526 46 5 
1 5.29432 15.2083 -4.19145 47 5 
1 5.53196 14.5885 -3.7036 48 5 
1 5.62421 13.7767 -3.59972 49 5 
1 5.90407 13.1536 -3.03288 50 5 
2 0.602136 0.276596 0.639905 51 0 
2 1.04766 0.935614 0.606591 52 0 
2 4.84065 0.791524 0.10958 53 0 
2 1.60212 1.51316 0.68135 54 0 
2 2.04103 0.575351 1.14426 55 0 
2 2.27141 2.0574 0.709563 56 0 
2 0.590544 0.0851166 1.58648 57 0 
2 1.34967 0.548782 1.45624 58 0 
2 4.72309 0.827836 0.920553 59 0 
2 1.57517 0.434156 2.44419 60 0 
2 4.62325 0.979778 1.76768 61 0 
2 2.27028 1.71116 3.00446 62 0 
2 4.51614 1.10862 2.53709 63 0 
2 2.17208 1.51385 3.80611 64 0 
2 4.11768 2.41786 3.66616 65 0 
2 4.14038 3.03841 4.26603 66 0 
2 1.02543 -0.225563 4.87881 67 0 
2 1.5827 0.327317 4.52592 68 0 
2 0.500873 1.1339 4.42994 69 0 
2 1.08713 1.61574 4.45506 70 0 
2 1.95572 1.00309 4.25853 71 0 
2 1.67908 2.19634 4.53851 72 0 
2 2.17397 2.839 4.60259 73 0 
2 5.27603 0.832135 4.77618 74 0 
2 1.26986 3.21036 0.837601 75 0 
2 1.03193 3.81296 0.309751 76 0 
2 2.65757 5.46206 0.689086 77 0 
2 3.23154 4.92897 0.337626 78 0 
2 1.54047 2.75786 1.4067 79 0 
2 2.89988 2.63798 0.822978 80 0 
2 0.18742 4.26412 1.39026 81 0 
2 0.251953 4.90267 0.941575 82 0 
2 0.508235 2.86357 2.05344 83 0 
2 0.31258 3.55245 1.73731 84 0 
2 1.18507 5.0849 2.87063 85 0 
2 0.773835 4.63198 3.44306 86 0 
2 1.53885 3.86114 3.20484 87 0 
2 2.30365 3.82468 3.40345 88 0 
2 0.16691 4.53151 3.77402 89 0 
2 3.08371 4.21512 3.48555 90 0 
2 3.82431 4.54399 3.72419 91 0 
2 4.61922 4.62825 3.85886 92 0 
2 3.96548 3.7083 4.71927 93 0 
2 3.64949 4.32488 5.214 94 0 
2 0.815465 4.48916 5.18419 95 0 
ITEM: TIMESTEP
30018
ITEM: NUMBER OF ATOMS
95
ITEM: BOX BOUNDS pp pp pp
0 5.31329
0 5.31329
0 5.31329
ITEM: ATOMS type xu yu zu id mol 
1 7.68419 -3.56706 2.65889 1 1 
1 7.53175 -3.40199 3.4609 2 1 
1 7.36097 -3.86949 4.17771 3 1 
1 7.22672 -4.71476 4.37158 4 1 
1 6.69638 -5.30449 4.81157 5 1 
1 6.00741 -5.79088 4.86141 6 1 
1 6.16002 -6.60853 5.26144 7 1 
1 6.45048 -7.08322 5.81245 8 1 
1 6.6544 -7.73125 6.34963 9 1 
1 6.95746 -7.9317 7.08491 10 1 
1 -6.02082 1.05331 -2.328 11 2 
1 -6.23674 1.06997 -3.25619 12 2 
1 -5.93269 0.814756 -4.03671 13 2 
1 -5.87685 0.773693 -4.7839 14 2 
1 -5.4605 0.728177 -5.52995 15 2 
1 -5.02208 0.806563 -6.16258 16 2 
1 -4.46817 1.42724 -6.43913 17 2 
1 -3.79717 1.85904 -6.1705 18 2 
1 -3.42946 2.54535 -6.02542 19 2 
1 -2.6893 3.09095 -6.02306 20 2 
1 19.9504 7.60707 3.4305 21 3 
1 20.2188 8.00273 4.03897 22 3 
1 20.1529 8.68218 4.51356 23 3 
1 19.897 9.26319 5.07533 24 3 
1 19.341 9.81908 5.41149 25 3 
1 18.9159 10.5363 5.84679 26 3 
1 18.3039 10.9718 6.24264 27 3 
1 17.621 11.2991 6.65118 28 3 
1 16.9827 10.9263 6.90303 29 3 
1 16.2102 10.4374 7.05571 30 3 
1 -14.2937 0.901959 2.32487 31 4 
1 -14.5895 0.119958 2.66783 32 4 
1 -14.9067 -0.511604 3.12862 33 4 
1 -15.4925 -0.940394 3.68216 34 4 
1 -16.2372 -0.568131 3.76475 35 4 
1 -17.0782 -0.574787 3.8889 36 4 
1 -17.8478 -0.899401 3.55876 37 4 
1 -18.6065 -1.28334 3.41951 38 4 
1 -19.3696 -1.76489 3.31258 39 4 
1 -20.0174 -1.30387 3.06921 40 4 
1 8.42136 18.8147 -4.46903 41 5 
1 7.87852 18.2619 -4.58655 42 5 
1 7.24255 17.8199 -4.56201 43 5 
1 6.5872 17.3345 -4.49034 44 5 
1 6.12247 16.5858 -4.66514 45 5 
1 5.7249 15.8905 -4.53913 46 5 
1 5.27318 15.2103 -4.19199 47 5 
1 5.52559 14.5851 -3.71331 48 5 
1 5.61712 13.7759 -3.60795 49 5 
1 5.89595 13.1448 -3.03795 50 5 
2 0.602136 0.276596 0.639905 51 0 
2 1.04766 0.935614 0.606591 52 0 
2 4.84065 0.791524 0.10958 53 0 
2 1.60212 1.51316 0.68135 54 0 
2 2.04103 0.575351 1.14426 55 0 
2 2.27141 2.0574 0.709563 56 0 
2 0.590544 0.0851166 1.58648 57 0 
2 1.34967 0.548782 1.45624 58 0 
2 4.72309 0.827836 0.920553 59 0 
2 1.57517 0.434156 2.44419 60 0 
2 4.62325 0.979778 1.76768 61 0 
2 2.27028 1.71116 3.00446 62 0 
2 4.51614 1.10862 2.53709 63 0 
2 2.17208 1.51385 3.80611 64 0 
2 4.11768 2.41786 3.66616 65 0 
2 4.14038 3.03841 4.26603 66 0 
2 1.02543 -0.225563 4.87881 67 0 
2 1.5827 0.327317 4.52592 68 0 
2 0.500873 1.1339 4.42994 69 0 
2 1.08713 1.61574 4.45506 70 0 
2 1.95572 1.00309 4.25853 71 0 
2 1.67908 2.19634 4.53851 72 0 
2 2.17397 2.839 4.60259 73 0 
2 5.27603 0.832135 4.77618 74 0 
2 1.26986 3.21036 0.837601 75 0 
2 1.03193 3.81296 0.309751 76 0 
2 2.65757 5.46206 0.689086 77 0 
2 3.23154 4.92897 0.337626 78 0 
2 1.54047 2.75786 1.4067 79 0 
2 2.89988 2.63798 0.822978 80 0 
2 0.18742 4.26412 1.39026 81 0 
2 0.251953 4.90267 0.941575 82 0 
2 0.508235 2.86357 2.05344 83 0 
2 0.31258 3.55245 1.73731 84 0 
2 1.18507 5.0849 2.87063 85 0 
2 0.773835 4.63198 3.44306 86 0 
2 1.53885 3.86114 3.20484 87 0 
2 2.30365 3.82468 3.40345 88 0 
2 0.16691 4.53151 3.77402 89 0 
2 3.08371 4.21512 3.48555 90 0 
2 3.82431 4.54399 3.72419 91 0 
2 4.61922 4.62825 3.85886 92 0 
2 3.96548 3.7083 4.71927 93 0 
2 3.64949 4.32488 5.214 94 0 
2 0.815465 4.48916 5.18419 95 0 
ITEM: TIMESTEP
30019
ITEM: NUMBER OF ATOMS
95
ITEM: BOX BOUNDS pp pp pp
0 5.31329
0 5.31329
0 5.31329
ITEM: ATOMS type xu yu zu id mol 
1 7.69243 -3.56929 2.6698 1 1 
1 7.5308 -3.3677 3.45943 2 1 
1 7.3556 -3.87304 4.17898 3 1 
1 7.23762 -4.71484 4.38091 4 1 
1 6.69662 -5.30435 4.81927 5 1 
1 6.01751 -5.7986 4.8423 6 1 
1 6.14107 -6.60924 5.24495 7 1 
1 6.4553 -7.08415 5.80349 8 1 
1 6.64007 -7.72921 6.3349 9 1 
1 6.9601 -7.92266 7.09959 10 1 
1 -6.02445 1.05253 -2.34156 11 2 
1 -6.23446 1.05668 -3.24746 12 2 
1 -5.95284 0.818405 -4.04825 13 2 
1 -5.86247 0.763765 -4.77007 14 2 
1 -5.45134 0.723455 -5.52361 15 2 
1 -5.00827 0.791153 -6.17175 16 2 
1 -4.45642 1.43942 -6.46608 17 2 
1 -3.78911 1.85304 -6.17864 18 2 
1 -3.43246 2.5583 -6.01954 19 2 
1 -2.6597 3.08025 -6.02736 20 2 
1 19.9446 7.62245 3.44035 21 3 
1 20.2314 8.00301 4.04293 22 3 
1 20.1691 8.68235 4.5165 23 3 
1 19.9112 9.25129 5.09301 24 3 
1 19.3253 9.82386 5.41013 25 3 
1 18.9168 10.5187 5.84584 26 3 
1 18.3174 10.9689 6.24459 27 3 
1 17.606 11.2809 6.64387 28 3 
1 16.9903 10.9228 6.91487 29 3 
1 16.2211 10.4385 7.06855 30 3 
1 -14.309 0.898191 2.33305 31 4 
1 -14.5967 0.138047 2.67832 32 4 
1 -14.8908 -0.50175 3.11788 33 4 
1 -15.516 -0.948269 3.6779 34 4 
1 -16.243 -0.555024 3.7614 35 4 
1 -17.0788 -0.563632 3.88307 36 4 
1 -17.8592 -0.905744 3.56228 37 4 
1 -18.6162 -1.28121 3.41942 38 4 
1 -19.3647 -1.76925 3.30265 39 4 
1 -20.0076 -1.31812 3.07499 40 4 
1 8.4191 18.8142 -4.4726 41 5 
1 7.87634 18.2615 -4.59212 42 5 
1 7.22663 17.8216 -4.54901 43 5 
1 6.59443 17.3591 -4.47833 44 5 
1 6.11637 16.5839 -4.64558 45 5 
1 5.72889 15.8967 -4.54226 46 5 
1 5.25308 15.2139 -4.19426 47 5 
1 5.51861 14.5818 -3.72341 48 5 
1 5.61114 13.7727 -3.61391 49 5 
1 5.88712 13.1372 -3.04453 50 5 
2 0.602136 0.276596 0.639905 51 0 
2 1.04766 0.935614 0.606591 52 0 
2 4.84065 0.791524 0.10958 53 0 
2 1.60212 1.51316 0.68135 54 0 
2 2.04103 0.575351 1.14426 55 0 
2 2.27141 2.0574 0.709563 56 0 
2 0.590544 0.0851166 1.58648 57 0 
2 1.34967 0.548782 1.45624 58 0 
2 4.72309 0.827836 0.920553 59 0 
2 1.57517 0.434156 2.44419 60 0 
2 4.62325 0.979778 1.76768 61 0 
2 2.27028 1.71116 3.00446 62 0 
2 4.51614 1.10862 2.53709 63 0 
2 2.17208 1.51385 3.80611 64 0 
2 4.11768 2.41786 3.66616 65 0 
2 4.14038 3.03841 4.26603 66 0 
2 1.02543 -0.225563 4.87881 67 0 
2 1.5827 0.327317 4.52592 68 0 
2 0.500873 1.1339 4.42994 69 0 
2 1.08713 1.61574 4.45506 70 0 
2 1.95572 1.00309 4.25853 71 0 
2 1.67908 2.19634 4.53851 72 0 
2 2.17397 2.839 4.60259 73 0 
2 5.27603 0.832135 4.77618 74 0 
2 1.26986 3.21036 0.837601 75 0 
2 1.03193 3.81296 0.309751 76 0 
2 2.65757 5.46206 0.689086 77 0 
2 3.23154 4.92897 0.337626 78 0 
2 1.54047 2.75786 1.4067 79 0 
2 2.89988 2.63798 0.822978 80 0 
2 0.18742 4.26412 1.39026 81 0 
2 0.251953 4.90267 0.941575 82 0 
2 0.508235 2.86357 2.05344 83 0 
2 0.31258 3.55245 1.73731 84 0 
2 1.18507 5.0849 2.87063 85 0 
2 0.773835 4.63198 3.44306 86 0 
2 1.53885 3.86114 3.20484 87 0 
2 2.30365 3.82468 3.40345 88 0 
2 0.16691 4.53151 3.77402 89 0 
2 3.08371 4.21512 3.48555 90 0 
2 3.82431 4.54399 3.72419 91 0 
2 4.61922 4.62825 3.85886 92 0 
2 3.96548 3.7083 4.71927 93 0 
2 3.64949 4.32488 5.214 94 0 
2 0.815465 4.48916 5.18419 95 0 
ITEM: TIMESTEP
30020
ITEM: NUMBER OF ATOMS
95
ITEM: BOX BOUNDS pp pp pp
0 5.31329
0 5.31329
0 5.31329
ITEM: ATOMS type xu yu zu id mol 
1 7.70089 -3.5713 2.67979 1 1 
1 7.52926 -3.33483 3.46054 2 1 
1 7.35173 -3.8773 4.17784 3 1 
1 7.24665 -4.71527 4.39217 4 1 
1 6.69855 -5.30194 4.82478 5 1 
1 6.02832 -5.80956 4.82489 6 1 
1 6.12072 -6.60568 5.22578 7 1 
1 6.46064 -7.08732 5.7959 8 1 
1 6.62597 -7.72633 6.32041 9 1 
1 6.96268 -7.91394 7.11417 10 1 
1 -6.02916 1.05191 -2.35858 11 2 
1 -6.23026 1.0426 -3.23637 12 2 
1 -5.97489 0.823199 -4.05339 13 2 
1 -5.84668 0.753226 -4.76183 14 2 
1 -5.44417 0.718232 -5.51478 15 2 
1 -4.99166 0.778196 -6.18385 16 2 
1 -4.44616 1.44893 -6.49212 17 2 
1 -3.78302 1.84713 -6.18688 18 2 
1 -3.43084 2.57458 -6.01342 19 2 
1 -2.63332 3.06769 -6.03153 20 2 
1 19.9376 7.63574 3.44737 21 3 
1 20.245 8.00485 4.04896 22 3 
1 20.1856 8.68293 4.52041 23 3 
1 19.9242 9.24023 5.11071 24 3 
1 19.3098 9.83034 5.41004 25 3 
1 18.9188 10.4987 5.8434 26 3 
1 18.3302 10.9667 6.24701 27 3 
1 17.5951 11.2634 6.6347 28 3 
1 16.9918 10.9161 6.9286 29 3 
1 16.2349 10.4418 7.08146 30 3 
1 -14.3249 0.893096 2.34173 31 4 
1 -14.6029 0.158084 2.68785 32 4 
1 -14.8784 -0.493848 3.1104 33 4 
1 -15.5356 -0.953603 3.67044 34 4 
1 -16.2496 -0.54222 3.75874 35 4 
1 -17.0817 -0.553551 3.87568 36 4 
1 -17.8689 -0.911051 3.56712 37 4 
1 -18.6271 -1.2807 3.41914 38 4 
1 -19.3568 -1.77222 3.29329 39 4 
1 -19.999 -1.333 3.08031 40 4 
1 8.419 18.8157 -4.47584 41 5 
1 7.8743 18.2607 -4.59808 42 5 
1 7.21057 17.8235 -4.53602 43 5 
1 6.59788 17.3789 -4.46717 44 5 
1 6.11312 16.5869 -4.62539 45 5 
1 5.73002 15.8993 -4.54424 46 5 
1 5.23457 15.2196 -4.19817 47 5 
1 5.51094 14.5787 -3.73401 48 5 
1 5.6063 13.7672 -3.61755 49 5 
1 5.87755 13.1309 -3.05266 50 5 
2 0.608273 0.303214 0.72848 51 0 
2 1.04221 1.04304 0.767011 52 0 
2 4.98116 0.735729 0.174988 53 0 
2 1.59093 1.66132 0.811697 54 0 
2 2.02276 0.488457 1.12756 55 0 
2 2.22914 2.10222 0.746246 56 0 
2 0.673481 0.0523586 1.69174 57 0 
2 1.3536 0.463146 1.46835 58 0 
2 4.7158 0.788213 0.905684 59 0 
2 1.47602 0.52559 2.51479 60 0 
2 4.52401 0.932901 1.66841 61 0 
2 2.30178 1.86023 3.07016 62 0 
2 4.49688 1.04726 2.51582 63 0 
2 2.1272 1.70722 3.81919 64 0 
2 4.15143 2.507 3.74816 65 0 
2 4.27541 3.03059 4.28468 66 0 
2 1.05014 -0.242459 4.82483 67 0 
2 1.65931 0.304687 4.60847 68 0 
2 0.594382 1.11356 4.2886 69 0 
2 1.1987 1.64803 4.28708 70 0 
2 1.9859 1.017 4.285 71 0 
2 1.70636 2.21085 4.52643 72 0 
2 2.28122 2.82113 4.60411 73 0 
2 5.40867 0.748214 4.77727 74 0 
2 1.23001 3.21976 0.744864 75 0 
2 0.977385 3.78009 0.197548 76 0 
2 2.68459 5.4194 0.731909 77 0 
2 3.17438 4.85122 0.313426 78 0 
2 1.48103 2.80645 1.404 79 0 
2 2.83336 2.59834 0.776334 80 0 
2 0.0594633 4.27254 1.3472 81 0 
2 0.168999 4.93284 0.942092 82 0 
2 0.428634 2.82246 1.97819 83 0 
2 0.245331 3.54635 1.63751 84 0 
2 1.19924 5.14541 2.89913 85 0 
2 0.732859 4.58957 3.39042 86 0 
2 1.5753 3.76068 3.1868 87 0 
2 2.26123 3.78683 3.35622 88 0 
2 0.0472531 4.56538 3.71459 89 0 
2 3.00515 4.21742 3.49313 90 0 
2 3.77784 4.58099 3.7214 91 0 
2 4.58748 4.76541 3.81721 92 0 
2 4.11502 3.64829 4.81556 93 0 
2 3.67711 4.22199 5.26037 94 0 
2 0.761229 4.41896 5.02533 95 0 
ITEM: TIMESTEP
30021
ITEM: NUMBER OF ATOMS
95
ITEM: BOX BOUNDS pp pp pp
0 5.31329
0 5.31329
0 5.31329
ITEM: ATOMS type xu yu zu id mol 
1 7.70954 -3.57305 2.68896 1 1 
1 7.52697 -3.30405 3.46476 2 1 
1 7.35083 -3.88259 4.173 3 1 
1 7.25373 -4.71615 4.40533 4 1 
1 6.70221 -5.29731 4.82812 5 1 
1 6.03965 -5.82307 4.8089 6 1 
1 6.09957 -6.59915 5.20491 7 1 
1 6.46593 -7.0917 5.78863 8 1 
1 6.61281 -7.72336 6.30776 9 1 
1 6.96463 -7.90524 7.1274 10 1 
1 -6.03466 1.0514 -2.37777 11 2 
1 -6.22452 1.02784 -3.22436 12 2 
1 -5.99902 0.82919 -4.05176 13 2 
1 -5.82939 0.742017 -4.75923 14 2 
1 -5.43829 0.712564 -5.50443 15 2 
1 -4.97243 0.76819 -6.19838 16 2 
1 -4.43795 1.45504 -6.51704 17 2 
1 -3.77961 1.84326 -6.19432 18 2 
1 -3.42469 2.59336 -6.00727 19 2 
1 -2.61042 3.05327 -6.03551 20 2 
1 19.9295 7.64703 3.45161 21 3 
1 20.2597 8.00807 4.05691 22 3 
1 20.2022 8.68405 4.52546 23 3 
1 19.9353 9.23068 5.12858 24 3 
1 19.2957 9.83679 5.41037 25 3 
1 18.921 10.4773 5.84012 26 3 
1 18.342 10.9652 6.24993 27 3 
1 17.589 11.2467 6.62333 28 3 
1 16.9876 10.9064 6.94426 29 3 
1 16.251 10.4467 7.09437 30 3 
1 -14.3408 0.88763 2.35051 31 4 
1 -14.6083 0.179318 2.6967 32 4 
1 -14.8705 -0.488941 3.10691 33 4 
1 -15.5504 -0.95587 3.65916 34 4 
1 -16.257 -0.529678 3.75675 35 4 
1 -17.0876 -0.544722 3.86674 36 4 
1 -17.8764 -0.915103 3.57334 37 4 
1 -18.6389 -1.28158 3.41873 38 4 
1 -19.3458 -1.77433 3.28458 39 4 
1 -19.9921 -1.348 3.08506 40 4 
1 8.42098 18.8191 -4.47879 41 5 
1 7.87209 18.2595 -4.60438 42 5 
1 7.19575 17.8264 -4.52316 43 5 
1 6.59624 17.3927 -4.45678 44 5 
1 6.11318 16.5957 -4.6045 45 5 
1 5.72793 15.8978 -4.54495 46 5 
1 5.21809 15.2276 -4.20347 47 5 
1 5.50251 14.5757 -3.74523 48 5 
1 5.60252 13.7595 -3.61903 49 5 
1 5.86732 13.1257 -3.06224 50 5 
2 0.608273 0.303214 0.72848 51 0 
2 1.04221 1.04304 0.767011 52 0 
2 4.98116 0.735729 0.174988 53 0 
2 1.59093 1.66132 0.811697 54 0 
2 2.02276 0.488457 1.12756 55 0 
2 2.22914 2.10222 0.746246 56 0 
2 0.673481 0.0523586 1.69174 57 0 
2 1.3536 0.463146 1.46835 58 0 
2 4.7158 0.788213 0.905684 59 0 
2 1.47602 0.52559 2.51479 60 0 
2 4.52401 0.932901 1.66841 61 0 
2 2.30178 1.86023 3.07016 62 0 
2 4.49688 1.04726 2.51582 63 0 
2 2.1272 1.70722 3.81919 64 0 
2 4.15143 2.507 3.74816 65 0 
2 4.27541 3.03059 4.28468 66 0 
2 1.05014 -0.242459 4.82483 67 0 
2 1.65931 0.304687 4.60847 68 0 
2 0.594382 1.11356 4.2886 69 0 
2 1.1987 1.64803 4.28708 70 0 
2 1.9859 1.017 4.285 71 0 
2 1.70636 2.21085 4.52643 72 0 
2 2.28122 2.82113 4.60411 73 0 
2 5.40867 0.748214 4.77727 74 0 
2 1.23001 3.21976 0.744864 75 0 
2 0.977385 3.78009 0.197548 76 0 
2 2.68459 5.4194 0.731909 77 0 
2 3.17438 4.85122 0.313426 78 0 
2 1.48103 2.80645 1.404 79 0 
2 2.83336 2.59834 0.776334 80 0 
2 0.0594633 4.27254 1.3472 81 0 
2 0.168999 4.93284 0.942092 82 0 
2 0.428634 2.82246 1.97819 83 0 
2 0.245331 3.54635 1.63751 84 0 
2 1.19924 5.14541 2.89913 85 0 
2 0.732859 4.58957 3.39042 86 0 
2 1.5753 3.76068 3.1868 87 0 
2 2.26123 3.78683 3.35622 88 0 
2 0.0472531 4.56538 3.71459 89 0 
2 3.00515 4.21742 3.49313 90 0 
2 3.77784 4.58099 3.7214 91 0 
2 4.58748 4.76541 3.81721 92 0 
2 4.11502 3.64829 4.81556 93 0 
2 3.67711 4.22199 5.26037 94 0 
2 0.761229 4.41896 5.02533 95 0 
ITEM: TIMESTEP
30022
ITEM: NUMBER OF ATOMS
95
ITEM: BOX BOUNDS pp pp pp
0 5.31329
0 5.31329
0 5.31329
ITEM: ATOMS type xu yu zu id mol 
1 7.71833 -3.57447 2.69763 1 1 
1 7.5239 -3.27599 3.47221 2 1 
1 7.35222 -3.88768 4.16454 3 1 
1 7.25896 -4.71729 4.42017 4 1 
1 6.7073 -5.29082 4.82943 5 1 
1 6.05147 -5.83802 4.7939 6 1 
1 6.07834 -6.59125 5.18359 7 1 
1 6.4705 -7.09618 5.78049 8 1 
1 6.60122 -7.72093 6.29845 9 1 
1 6.96547 -7.89632 7.13814 10 1 
1 -6.04058 1.05099 -2.3977 11 2 
1 -6.21773 1.0125 -3.21279 12 2 
1 -6.02517 0.836295 -4.04391 13 2 
1 -5.81077 0.730157 -4.76133 14 2 
1 -5.43271 0.706497 -5.49404 15 2 
1 -4.95113 0.761376 -6.2145 16 2 
1 -4.43202 1.45737 -6.54071 17 2 
1 -3.77753 1.8418 -6.20112 18 2 
1 -3.41446 2.61348 -6.00137 19 2 
1 -2.59101 3.03722 -6.03924 20 2 
1 19.9203 7.65654 3.45337 21 3 
1 20.2756 8.01233 4.0664 22 3 
1 20.2189 8.68591 4.53191 23 3 
1 19.9437 9.22323 5.1467 24 3 
1 19.2843 9.8415 5.4103 25 3 
1 18.9227 10.4558 5.8368 26 3 
1 18.3527 10.9641 6.25321 27 3 
1 17.5876 11.2307 6.60978 28 3 
1 16.9789 10.8946 6.96162 29 3 
1 16.2683 10.4524 7.10731 30 3 
1 -14.3565 0.882806 2.35892 31 4 
1 -14.6135 0.200647 2.70538 32 4 
1 -14.8675 -0.487677 3.10759 33 4 
1 -15.5598 -0.954724 3.64382 34 4 
1 -16.2648 -0.517442 3.75537 35 4 
1 -17.0966 -0.537228 3.85633 36 4 
1 -17.8819 -0.917864 3.58083 37 4 
1 -18.6508 -1.2834 3.41829 38 4 
1 -19.3322 -1.7761 3.27649 39 4 
1 -19.9873 -1.36253 3.08921 40 4 
1 8.42481 18.8243 -4.4815 41 5 
1 7.86956 18.2578 -4.61096 42 5 
1 7.18316 17.8312 -4.51055 43 5 
1 6.58884 17.3999 -4.44701 44 5 
1 6.11641 16.6101 -4.58292 45 5 
1 5.72279 15.8928 -4.54448 46 5 
1 5.20391 15.2376 -4.2098 47 5 
1 5.49323 14.573 -3.75718 48 5 
1 5.59962 13.7502 -3.61866 49 5 
1 5.85654 13.1215 -3.073 50 5 
2 0.608273 0.303214 0.72848 51 0 
2 1.04221 1.04304 0.767011 52 0 
